	SRR1927149	SRR1929485
PF02446 [4-alpha-glucanotransferase]	16212	2923
PF02447 [GntP family permease]	367	905
PF02449 [Beta-galactosidase]	705	258
PF02452 [PemK-like, MazF-like toxin of type II toxin-antitoxin system]	1845	823
PF02457 [DisA bacterial checkpoint controller nucleotide-binding]	2818	932
PF02460 [Patched family]	396	94
PF02463 [RecF/RecN/SMC N terminal domain]	18887	3053
PF02464 [Competence-damaged protein]	3750	735
PF02465 [Flagellar hook-associated protein 2 N-terminus]	3230	312
PF02469 [Fasciclin domain]	7524	131
PF02470 [MlaD protein]	7614	903
PF02472 [Biopolymer transport protein ExbD/TolR]	6847	1413
PF02475 [Met-10+ like-protein]	78	6
PF02481 [DNA recombination-mediator protein A]	4166	1463
PF02482 [Sigma 54 modulation protein / S30EA ribosomal protein]	3121	596
PF02485 [Core-2/I-Branching enzyme]	977	273
PF02486 [Replication initiation factor]	779	21
PF02491 [SHS2 domain inserted in FTSA]	1702	416
PF02492 [CobW/HypB/UreG, nucleotide-binding domain]	8564	1483
PF02493 [MORN repeat]	1961	452
PF02498 [BRO family, N-terminal domain]	2756	1424
PF02501 [Type II secretion system (T2SS), protein I]	1316	67
PF02502 [Ribose/Galactose Isomerase]	2415	903
PF02503 [Polyphosphate kinase middle domain]	2193	537
PF02504 [Fatty acid synthesis protein]	4852	900
PF02505 [Methyl-coenzyme M reductase operon protein D]	24	8
PF02508 [Rnf-Nqr subunit, membrane protein]	18651	3249
PF02511 [Thymidylate synthase complementing protein]	4654	570
PF02514 [CobN/Magnesium Chelatase]	4646	2038
PF02515 [CoA-transferase family III]	869	599
PF02516 [Oligosaccharyl transferase STT3 subunit]	14	5
PF02517 [CAAX protease self-immunity]	6435	1731
PF02518 [Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase]	79963	17793
PF02522 [Aminoglycoside 3-N-acetyltransferase]	232	54
PF02525 [Flavodoxin-like fold]	1509	672
PF02527 [rRNA small subunit methyltransferase G]	4574	978
PF02534 [Type IV secretory system Conjugative DNA transfer]	8415	2916
PF02535 [ZIP Zinc transporter]	3074	786
PF02536 [mTERF]	0	41
PF02537 [CrcB-like protein, Camphor Resistance (CrcB)]	2422	448
PF02538 [Hydantoinase B/oxoprolinase]	1	5
PF02540 [NAD synthase]	6602	1556
PF02541 [Ppx/GppA phosphatase family]	6657	1147
PF02542 [YgbB family]	4350	820
PF02543 [Carbamoyltransferase N-terminus]	100	4
PF02544 [3-oxo-5-alpha-steroid 4-dehydrogenase ]	28	19
PF02545 [Maf-like protein]	4659	913
PF02547 [Queuosine biosynthesis protein]	11094	2656
PF02548 [Ketopantoate hydroxymethyltransferase]	4150	594
PF02550 [Acetyl-CoA hydrolase/transferase N-terminal domain]	2005	862
PF02551 [Acyl-CoA thioesterase]	6	25
PF02554 [Carbon starvation protein CstA]	6646	1820
PF02556 [Preprotein translocase subunit SecB]	1659	135
PF02557 [D-alanyl-D-alanine carboxypeptidase]	3762	524
PF02558 [Ketopantoate reductase PanE/ApbA]	2614	411
PF02559 [CarD-like/TRCF domain]	5044	1269
PF02560 [Cyanate lyase C-terminal domain]	2	62
PF02561 [Flagellar protein FliS]	2220	208
PF02562 [PhoH-like protein]	7546	1728
PF02563 [Polysaccharide biosynthesis/export protein]	3533	923
PF02565 [Recombination protein O C terminal]	1415	389
PF02566 [OsmC-like protein]	94	194
PF02567 [Phenazine biosynthesis-like protein]	134	120
PF02568 [Thiamine biosynthesis protein (ThiI)]	3683	441
PF02569 [Pantoate-beta-alanine ligase]	4163	715
PF02570 [Precorrin-8X methylmutase]	512	254
PF02571 [Precorrin-6x reductase CbiJ/CobK]	568	232
PF02572 [ATP:corrinoid adenosyltransferase BtuR/CobO/CobP]	2342	328
PF02574 [Homocysteine S-methyltransferase]	4453	941
PF02575 [YbaB/EbfC DNA-binding family]	2185	572
PF02576 [RimP N-terminal domain]	2248	390
PF02577 [Bifunctional nuclease]	40	23
PF02578 [Multi-copper polyphenol oxidoreductase laccase]	4884	820
PF02579 [Dinitrogenase iron-molybdenum cofactor]	746	225
PF02580 [D-Tyr-tRNA(Tyr) deacylase]	2269	847
PF02581 [Thiamine monophosphate synthase]	3880	820
PF02583 [Metal-sensitive transcriptional repressor]	791	432
PF02585 [GlcNAc-PI de-N-acetylase]	2246	462
PF02586 [SOS response associated peptidase (SRAP)]	2	48
PF02588 [Uncharacterised 5xTM membrane BCR, YitT family COG1284]	5605	1963
PF02589 [LUD domain]	4014	1124
PF02590 [Predicted SPOUT methyltransferase]	3615	707
PF02591 [C4-type zinc ribbon domain]	1587	430
PF02592 [Putative vitamin uptake transporter]	2567	783
PF02594 [Uncharacterised ACR, YggU family COG1872]	1138	120
PF02595 [Glycerate kinase family]	3196	1160
PF02596 [Uncharacterised ArCR, COG2043]	57	34
PF02597 [ThiS family]	139	89
PF02599 [Global regulator protein family]	1327	113
PF02600 [Disulfide bond formation protein DsbB]	1407	84
PF02601 [Exonuclease VII, large subunit]	4952	1198
PF02602 [Uroporphyrinogen-III synthase HemD]	2167	934
PF02603 [HPr Serine kinase N terminus]	1008	247
PF02604 [Antitoxin Phd_YefM, type II toxin-antitoxin system]	241	213
PF02606 [Tetraacyldisaccharide-1-P 4'-kinase]	5832	1100
PF02607 [B12 binding domain]	3376	508
PF02608 [ABC transporter substrate-binding protein PnrA-like]	11415	871
PF02609 [Exonuclease VII small subunit]	2495	505
PF02610 [L-arabinose isomerase]	3104	842
PF02611 [CDP-diacylglycerol pyrophosphatase]	16	85
PF02613 [Nitrate reductase delta subunit]	19	181
PF02614 [Glucuronate isomerase]	4249	1375
PF02615 [Malate/L-lactate dehydrogenase]	667	474
PF02616 [Segregation and condensation protein ScpA]	1578	472
PF02617 [ATP-dependent Clp protease adaptor protein ClpS]	621	250
PF02618 [YceG-like family]	8518	1566
PF02620 [Uncharacterized ACR, COG1399]	4137	826
PF02621 [Menaquinone biosynthesis]	63	30
PF02622 [Uncharacterized ACR, COG1678]	1832	113
PF02623 [FliW protein]	561	93
PF02624 [YcaO cyclodehydratase, ATP-ad Mg2+-binding]	5869	174
PF02625 [XdhC and CoxI family]	294	164
PF02626 [Carboxyltransferase domain, subdomain A and B ]	432	230
PF02627 [Carboxymuconolactone decarboxylase family]	3574	390
PF02629 [CoA binding domain]	1813	350
PF02631 [RecX family]	4464	946
PF02632 [BioY family]	1359	563
PF02633 [Creatinine amidohydrolase]	826	81
PF02634 [FdhD/NarQ family]	47	102
PF02635 [DsrE/DsrF-like family]	1065	173
PF02637 [GatB domain]	1377	536
PF02638 [Glycosyl hydrolase-like 10]	5120	1498
PF02639 [Uncharacterized BCR, YaiI/YqxD family COG1671]	547	253
PF02641 [Uncharacterized ACR, COG1993]	221	45
PF02643 [Uncharacterized ACR, COG1430]	492	190
PF02645 [Uncharacterised protein, DegV family COG1307]	4476	1077
PF02646 [RmuC family]	7525	1655
PF02649 [Type I GTP cyclohydrolase folE2]	477	156
PF02650 [WhiA C-terminal HTH domain]	706	204
PF02652 [L-lactate permease]	1450	1188
PF02653 [Branched-chain amino acid transport system / permease component]	33074	6663
PF02654 [Cobalamin-5-phosphate synthase]	2589	312
PF02655 [ATP-grasp domain]	1178	159
PF02656 [Domain of unknown function (DUF202)]	6	41
PF02657 [Fe-S metabolism associated domain]	1379	562
PF02659 [Putative manganese efflux pump]	2082	627
PF02660 [Glycerol-3-phosphate acyltransferase]	1323	570
PF02661 [Fic/DOC family]	15938	5480
PF02662 [Methyl-viologen-reducing hydrogenase, delta subunit]	435	119
PF02663 [FmdE, Molybdenum formylmethanofuran dehydrogenase operon ]	27	7
PF02664 [S-Ribosylhomocysteinase (LuxS)]	3368	490
PF02665 [Nitrate reductase gamma subunit]	14	115
PF02666 [Phosphatidylserine decarboxylase]	4779	976
PF02667 [Short chain fatty acid transporter]	747	339
PF02668 [Taurine catabolism dioxygenase TauD, TfdA family]	10	70
PF02669 [K+-transporting ATPase, c chain]	10	53
PF02670 [1-deoxy-D-xylulose 5-phosphate reductoisomerase]	3026	633
PF02673 [Bacitracin resistance protein BacA]	6848	1520
PF02674 [Colicin V production protein]	2600	469
PF02675 [S-adenosylmethionine decarboxylase ]	544	368
PF02677 [Uncharacterized BCR, COG1636]	2603	843
PF02678 [Pirin]	30	91
PF02681 [Divergent PAP2 family]	516	64
PF02682 [Carboxyltransferase domain, subdomain C and D]	484	214
PF02683 [Cytochrome C biogenesis protein transmembrane region]	4930	464
PF02684 [Lipid-A-disaccharide synthetase]	6522	1242
PF02685 [Glucokinase]	2476	139
PF02686 [Glu-tRNAGln amidotransferase C subunit]	382	208
PF02687 [FtsX-like permease family]	32838	7776
PF02690 [Na+/Pi-cotransporter]	9157	2650
PF02694 [Uncharacterised BCR, YnfA/UPF0060 family]	3	32
PF02696 [Uncharacterized ACR, YdiU/UPF0061 family]	10	145
PF02698 [DUF218 domain]	3255	535
PF02699 [Preprotein translocase subunit]	3291	810
PF02700 [Phosphoribosylformylglycinamidine (FGAM) synthase]	10	3
PF02702 [Osmosensitive K+ channel His kinase sensor domain]	25	40
PF02705 [K+ potassium transporter]	2615	1115
PF02706 [Chain length determinant protein]	527	459
PF02709 [N-terminal domain of galactosyltransferase]	217	4
PF02719 [Polysaccharide biosynthesis protein]	5899	1145
PF02727 [Copper amine oxidase, N2 domain]	9	70
PF02728 [Copper amine oxidase, N3 domain]	9	70
PF02729 [Aspartate/ornithine carbamoyltransferase, carbamoyl-P binding domain]	7685	1559
PF02730 [Aldehyde ferredoxin oxidoreductase, N-terminal domain]	572	211
PF02733 [Dak1 domain]	700	354
PF02734 [DAK2 domain]	1456	448
PF02737 [3-hydroxyacyl-CoA dehydrogenase, NAD binding domain]	934	504
PF02738 [Molybdopterin-binding domain of aldehyde dehydrogenase]	1800	515
PF02739 [5'-3' exonuclease, N-terminal resolvase-like domain]	6006	1226
PF02742 [Iron dependent repressor, metal binding and dimerisation domain]	2206	296
PF02743 [Cache domain]	2470	550
PF02744 [Galactose-1-phosphate uridyl transferase, C-terminal domain]	1504	358
PF02745 [Methyl-coenzyme M reductase alpha subunit, N-terminal domain]	23	7
PF02746 [Mandelate racemase / muconate lactonizing enzyme, N-terminal domain]	132	180
PF02748 [Aspartate carbamoyltransferase regulatory chain, metal binding domain]	1428	194
PF02749 [Quinolinate phosphoribosyl transferase, N-terminal domain]	2333	354
PF02753 [Pili assembly chaperone PapD, C-terminal domain]	26	154
PF02754 [Cysteine-rich domain]	3180	1051
PF02767 [DNA polymerase III beta subunit, central domain]	3114	673
PF02768 [DNA polymerase III beta subunit, C-terminal domain]	3378	647
PF02769 [AIR synthase related protein, C-terminal domain]	10342	2112
PF02770 [Acyl-CoA dehydrogenase, middle domain]	1234	548
PF02771 [Acyl-CoA dehydrogenase, N-terminal domain]	1349	658
PF02772 [S-adenosylmethionine synthetase, central domain]	3310	820
PF02773 [S-adenosylmethionine synthetase, C-terminal domain]	3212	788
PF02774 [Semialdehyde dehydrogenase, dimerisation domain]	7967	1082
PF02775 [Thiamine pyrophosphate enzyme, C-terminal TPP binding domain]	12913	2675
PF02776 [Thiamine pyrophosphate enzyme, N-terminal TPP binding domain]	12164	2588
PF02777 [Iron/manganese superoxide dismutases, C-terminal domain]	870	88
PF02779 [Transketolase, pyrimidine binding domain]	11129	2244
PF02780 [Transketolase, C-terminal domain]	8609	1538
PF02781 [Glucose-6-phosphate dehydrogenase, C-terminal domain]	10	66
PF02782 [FGGY family of carbohydrate kinases, C-terminal domain]	7491	2610
PF02784 [Pyridoxal-dependent decarboxylase, pyridoxal binding domain]	9109	1562
PF02785 [Biotin carboxylase C-terminal domain]	1946	267
PF02786 [Carbamoyl-phosphate synthase L chain, ATP binding domain]	9808	2610
PF02787 [Carbamoyl-phosphate synthetase large chain, oligomerisation domain]	8378	1202
PF02789 [Cytosol aminopeptidase family, N-terminal domain]	16	60
PF02796 [Helix-turn-helix domain of resolvase]	3	17
PF02797 [Chalcone and stilbene synthases, C-terminal domain]	4	0
PF02798 [Glutathione S-transferase, N-terminal domain]	27	151
PF02800 [Glyceraldehyde 3-phosphate dehydrogenase, C-terminal domain]	5430	1536
PF02801 [Beta-ketoacyl synthase, C-terminal domain]	10278	1388
PF02803 [Thiolase, C-terminal domain]	480	448
PF02805 [Metal binding domain of Ada]	3	16
PF02806 [Alpha amylase, C-terminal all-beta domain]	4829	797
PF02810 [SEC-C motif]	111	79
PF02811 [PHP domain]	14439	2972
PF02812 [Glu/Leu/Phe/Val dehydrogenase, dimerisation domain]	5934	1278
PF02814 [UreE urease accessory protein, N-terminal domain]	155	6
PF02817 [e3 binding domain]	226	129
PF02823 [ATP synthase, Delta/Epsilon chain, beta-sandwich domain]	3178	493
PF02824 [TGS domain]	8609	1345
PF02826 [D-isomer specific 2-hydroxyacid dehydrogenase, NAD binding domain]	9289	2022
PF02829 [3H domain]	94	142
PF02831 [gpW]	21	5
PF02833 [DHHA2 domain]	1581	184
PF02834 [LigT like Phosphoesterase]	204	23
PF02836 [Glycosyl hydrolases family 2, TIM barrel domain]	12745	4532
PF02837 [Glycosyl hydrolases family 2, sugar binding domain]	12662	3521
PF02838 [Glycosyl hydrolase family 20, domain 2]	5312	990
PF02843 [Phosphoribosylglycinamide synthetase, C domain]	3235	588
PF02844 [Phosphoribosylglycinamide synthetase, N domain]	2926	490
PF02852 [Pyridine nucleotide-disulphide oxidoreductase, dimerisation domain]	3017	488
PF02861 [Clp amino terminal domain, pathogenicity island component]	4099	1060
PF02863 [Arginine repressor, C-terminal domain]	1912	389
PF02866 [lactate/malate dehydrogenase, alpha/beta C-terminal domain]	5206	732
PF02867 [Ribonucleotide reductase, barrel domain]	5414	484
PF02868 [Thermolysin metallopeptidase, alpha-helical domain]	106	0
PF02870 [6-O-methylguanine DNA methyltransferase, ribonuclease-like domain]	5	46
PF02872 [5'-nucleotidase, C-terminal domain]	10640	1894
PF02873 [UDP-N-acetylenolpyruvoylglucosamine reductase, C-terminal domain]	3252	919
PF02874 [ATP synthase alpha/beta family, beta-barrel domain]	8268	1944
PF02875 [Mur ligase family, glutamate ligase domain]	10672	2237
PF02878 [Phosphoglucomutase/phosphomannomutase, alpha/beta/alpha domain I]	9162	2270
PF02879 [Phosphoglucomutase/phosphomannomutase, alpha/beta/alpha domain II]	7833	1623
PF02880 [Phosphoglucomutase/phosphomannomutase, alpha/beta/alpha domain III]	7390	1591
PF02881 [SRP54-type protein, helical bundle domain]	4379	1020
PF02882 [Tetrahydrofolate dehydrogenase/cyclohydrolase, NAD(P)-binding domain]	3815	766
PF02884 [Polysaccharide lyase family 8, C-terminal beta-sandwich domain]	258	7
PF02885 [Glycosyl transferase family, helical bundle domain]	2859	505
PF02887 [Pyruvate kinase, alpha/beta domain]	5369	567
PF02894 [Oxidoreductase family, C-terminal alpha/beta domain]	1954	538
PF02895 [Signal transducing histidine kinase, homodimeric domain]	1954	261
PF02896 [PEP-utilising enzyme, TIM barrel domain]	10640	3085
PF02897 [Prolyl oligopeptidase, N-terminal beta-propeller domain]	194	174
PF02899 [Phage integrase, N-terminal SAM-like domain]	2572	947
PF02900 [Catalytic LigB subunit of aromatic ring-opening dioxygenase]	10	160
PF02901 [Pyruvate formate lyase-like]	10014	2732
PF02902 [Ulp1 protease family, C-terminal catalytic domain]	11	33
PF02903 [Alpha amylase, N-terminal ig-like domain]	1449	185
PF02906 [Iron only hydrogenase large subunit, C-terminal domain]	5349	1350
PF02910 [Fumarate reductase flavoprotein C-term]	8443	1279
PF02911 [Formyl transferase, C-terminal domain]	3274	823
PF02912 [Aminoacyl tRNA synthetase class II, N-terminal domain]	3784	750
PF02913 [FAD linked oxidases, C-terminal domain]	7078	900
PF02915 [Rubrerythrin]	7328	1784
PF02916 [DNA polymerase processivity factor]	0	13
PF02920 [DNA binding domain of tn916 integrase]	1167	376
PF02922 [Carbohydrate-binding module 48 (Isoamylase N-terminal domain)]	8092	724
PF02924 [Bacteriophage lambda head decoration protein D]	4	23
PF02925 [Bacteriophage scaffolding protein D]	1314	1137
PF02926 [THUMP domain]	4068	440
PF02927 [Cellulase N-terminal ig-like domain]	1812	432
PF02929 [Beta galactosidase small chain]	6250	2298
PF02934 [GatB/GatE catalytic domain]	1678	673
PF02938 [GAD domain]	4083	783
PF02943 [Ferredoxin thioredoxin reductase catalytic beta chain]	10	0
PF02945 [Recombination endonuclease VII]	35	79
PF02951 [Prokaryotic glutathione synthetase, N-terminal domain]	2	28
PF02952 [L-fucose isomerase, C-terminal domain]	4597	1092
PF02954 [Bacterial regulatory protein, Fis family]	6087	1036
PF02955 [Prokaryotic glutathione synthetase, ATP-grasp domain]	42	65
PF02963 [Restriction endonuclease EcoRI]	53	12
PF02965 [Vitamin B12 dependent methionine synthase, activation domain]	3533	408
PF02971 [Formiminotransferase domain]	723	117
PF02976 [DNA mismatch repair enzyme MutH]	2988	161
PF02978 [Signal peptide binding domain]	3826	1042
PF02980 [Restriction endonuclease FokI, catalytic domain]	0	52
PF02981 [Restriction endonuclease FokI, recognition domain]	0	52
PF02985 [HEAT repeat]	13	46
PF02996 [Prefoldin subunit]	8	7
PF03006 [Haemolysin-III related]	1955	647
PF03008 [Archaea bacterial proteins of unknown function]	3372	681
PF03009 [Glycerophosphoryl diester phosphodiesterase family]	4911	1917
PF03023 [MviN-like protein]	6141	722
PF03030 [Inorganic H+ pyrophosphatase]	4921	1408
PF03033 [Glycosyltransferase family 28 N-terminal domain]	3894	780
PF03050 [Transposase IS66 family ]	38830	12368
PF03051 [Peptidase C1-like family]	5742	1538
PF03054 [tRNA methyl transferase]	3160	778
PF03060 [Nitronate monooxygenase]	2025	855
PF03061 [Thioesterase superfamily]	5526	1099
PF03062 [MBOAT, membrane-bound O-acyltransferase family]	7760	1126
PF03063 [Prismane/CO dehydrogenase family]	6190	1309
PF03065 [Glycosyl hydrolase family 57]	4436	868
PF03069 [Acetamidase/Formamidase family]	14	1
PF03070 [TENA/THI-4/PQQC family]	114	66
PF03073 [TspO/MBR family]	547	163
PF03091 [CutA1 divalent ion tolerance protein]	76	54
PF03099 [Biotin/lipoate A/B protein ligase family]	5869	828
PF03100 [CcmE]	4	50
PF03102 [NeuB family]	1942	326
PF03104 [DNA polymerase family B, exonuclease domain]	140	100
PF03109 [ABC1 family]	456	600
PF03116 [NQR2, RnfD, RnfE family]	14663	2406
PF03118 [Bacterial RNA polymerase, alpha chain C terminal domain]	11441	1016
PF03119 [NAD-dependent DNA ligase C4 zinc finger domain]	8	1
PF03120 [NAD-dependent DNA ligase OB-fold domain]	4154	994
PF03123 [CAT RNA binding domain]	154	118
PF03129 [Anticodon binding domain]	15139	3501
PF03130 [PBS lyase HEAT-like repeat]	5	0
PF03135 [CagE, TrbE, VirB family, component of type IV transporter system]	1072	183
PF03137 [Organic Anion Transporter Polypeptide (OATP) family]	84	40
PF03142 [Chitin synthase]	4	62
PF03143 [Elongation factor Tu C-terminal domain]	6444	1420
PF03144 [Elongation factor Tu domain 2]	13092	2790
PF03147 [Ferredoxin-fold anticodon binding domain]	3516	713
PF03150 [Di-haem cytochrome c peroxidase]	9	62
PF03160 [Calx-beta domain]	12	2
PF03161 [LAGLIDADG DNA endonuclease family]	118	0
PF03162 [Tyrosine phosphatase family]	68	7
PF03167 [Uracil DNA glycosylase superfamily]	4787	1068
PF03169 [OPT oligopeptide transporter protein]	4308	1551
PF03170 [Bacterial cellulose synthase subunit]	1595	300
PF03174 [Chitobiase/beta-hexosaminidase C-terminal domain]	65	1
PF03175 [DNA polymerase type B, organellar and viral]	561	0
PF03176 [MMPL family]	14030	2407
PF03180 [NLPA lipoprotein]	7081	1284
PF03186 [CobD/Cbib protein]	3584	363
PF03190 [Protein of unknown function, DUF255]	42	8
PF03193 [RsgA GTPase]	5409	938
PF03203 [MerC mercury resistance protein]	28	0
PF03205 [Molybdopterin guanine dinucleotide synthesis protein B]	39	115
PF03212 [Pertactin]	39	287
PF03222 [Tryptophan/tyrosine permease family]	84	512
PF03230 [Antirestriction protein]	9	35
PF03235 [Protein of unknown function DUF262]	12618	3051
PF03237 [Terminase-like family]	1110	1074
PF03239 [Iron permease FTR1 family]	7	91
PF03241 [4-hydroxyphenylacetate 3-hydroxylase C terminal]	38	54
PF03245 [Bacteriophage Rz lysis protein]	16	112
PF03255 [Acetyl co-enzyme A carboxylase carboxyltransferase alpha subunit]	1850	277
PF03264 [NapC/NirT cytochrome c family, N-terminal region]	188	303
PF03266 [NTPase]	34	4
PF03275 [UDP-galactopyranose mutase]	1600	466
PF03279 [Bacterial lipid A biosynthesis acyltransferase]	7118	1290
PF03288 [Poxvirus D5 protein-like]	5	6
PF03306 [Alpha-acetolactate decarboxylase]	178	98
PF03308 [ArgK protein]	1141	574
PF03309 [Type III pantothenate kinase]	3013	673
PF03313 [Serine dehydratase alpha chain]	5648	1992
PF03315 [Serine dehydratase beta chain]	1974	774
PF03319 [Ethanolamine utilisation protein EutN/carboxysome]	46	37
PF03320 [Bacterial fructose-1,6-bisphosphatase, glpX-encoded]	3989	389
PF03321 [GH3 auxin-responsive promoter]	3054	936
PF03323 [Bacillus/Clostridium GerA spore germination protein]	1941	472
PF03328 [HpcH/HpaI aldolase/citrate lyase family]	902	390
PF03330 [Lytic transglycolase]	2994	420
PF03331 [UDP-3-O-acyl N-acetylglycosamine deacetylase]	5850	1090
PF03334 [Na+/H+ antiporter subunit]	134	79
PF03349 [Outer membrane protein transport protein (OMPP1/FadL/TodX)]	1058	376
PF03350 [Uncharacterized protein family, UPF0114]	9	100
PF03352 [Methyladenine glycosylase]	336	258
PF03354 [Phage Terminase ]	2072	851
PF03358 [NADPH-dependent FMN reductase]	3059	755
PF03364 [Polyketide cyclase / dehydrase and lipid transport]	72	70
PF03372 [Endonuclease/Exonuclease/phosphatase family]	5271	1899
PF03374 [Phage antirepressor protein KilAC domain]	2967	711
PF03379 [CcmB protein]	9	56
PF03382 [Mycoplasma protein of unknown function, DUF285]	20174	2583
PF03389 [MobA/MobL family]	2645	1106
PF03390 [2-hydroxycarboxylate transporter family]	28	5
PF03400 [IS1 transposase]	308	1875
PF03401 [Tripartite tricarboxylate transporter family receptor]	938	161
PF03403 [Platelet-activating factor acetylhydrolase, isoform II]	221	24
PF03406 [Phage tail fibre repeat]	6	64
PF03407 [Nucleotide-diphospho-sugar transferase]	40	0
PF03411 [Penicillin-insensitive murein endopeptidase]	2015	68
PF03412 [Peptidase C39 family]	2728	778
PF03413 [Peptidase propeptide and YPEB domain]	1878	278
PF03415 [Clostripain family]	4584	927
PF03417 [Acyl-coenzyme A:6-aminopenicillanic acid acyl-transferase]	748	186
PF03418 [Germination protease]	708	169
PF03419 [Sporulation factor SpoIIGA ]	710	160
PF03420 [Prohead core protein serine protease]	0	23
PF03422 [Carbohydrate binding module (family 6)]	1110	281
PF03432 [Relaxase/Mobilisation nuclease domain ]	15204	4942
PF03435 [Saccharopine dehydrogenase NADP binding domain]	1672	541
PF03437 [BtpA family]	222	46
PF03441 [FAD binding domain of DNA photolyase]	6	47
PF03442 [Carbohydrate binding domain X2]	147	6
PF03445 [Putative nucleotidyltransferase DUF294]	250	13
PF03446 [NAD binding domain of 6-phosphogluconate dehydrogenase]	624	390
PF03447 [Homoserine dehydrogenase, NAD binding domain]	2729	507
PF03448 [MgtE intracellular N domain]	889	328
PF03449 [Transcription elongation factor, N-terminal]	4634	983
PF03450 [CO dehydrogenase flavoprotein C-terminal domain]	157	84
PF03453 [MoeA N-terminal region (domain I and II)]	235	62
PF03454 [MoeA C-terminal region (domain IV)]	109	55
PF03457 [Helicase associated domain]	195	85
PF03458 [UPF0126 domain]	1246	636
PF03459 [TOBE domain]	9	72
PF03460 [Nitrite/Sulfite reductase ferredoxin-like half domain]	318	230
PF03461 [TRCF domain]	4469	1044
PF03462 [PCRF domain]	8857	2381
PF03465 [eRF1 domain 3]	4	2
PF03466 [LysR substrate binding domain]	8182	4131
PF03471 [Transporter associated domain]	7081	1343
PF03472 [Autoinducer binding domain]	1	22
PF03473 [MOSC domain]	16	83
PF03475 [3-alpha domain]	4	42
PF03476 [MOSC N-terminal beta barrel domain]	3	41
PF03477 [ATP cone domain]	9546	1644
PF03479 [Domain of unknown function (DUF296)]	350	126
PF03480 [Bacterial extracellular solute-binding protein, family 7]	1639	982
PF03481 [Putative GTP-binding controlling metal-binding]	618	220
PF03483 [B3/4 domain]	4389	1159
PF03484 [tRNA synthetase B5 domain]	3763	663
PF03485 [Arginyl tRNA synthetase N terminal domain]	2630	482
PF03486 [HI0933-like protein]	5054	1848
PF03496 [ADP-ribosyltransferase exoenzyme]	207	2
PF03502 [Nucleoside-specific channel-forming protein, Tsx]	34	179
PF03524 [Conjugal transfer protein]	825	316
PF03527 [RHS protein]	44	239
PF03534 [Salmonella virulence plasmid 65kDa B protein]	246	649
PF03537 [Glycoside-hydrolase family GH114]	180	133
PF03544 [Gram-negative bacterial TonB protein C-terminal]	5796	1821
PF03547 [Membrane transport protein]	3128	806
PF03548 [Outer membrane lipoprotein carrier protein LolA]	2464	236
PF03550 [Outer membrane lipoprotein LolB]	1809	68
PF03551 [Transcriptional regulator PadR-like family]	2602	587
PF03552 [Cellulose synthase]	441	69
PF03553 [Na+/H+ antiporter family]	12786	3782
PF03559 [NDP-hexose 2,3-dehydratase]	14	0
PF03562 [MltA specific insert domain]	15	138
PF03571 [Peptidase family M49]	3418	816
PF03572 [Peptidase family S41]	15501	3716
PF03573 [outer membrane porin, OprD family]	22	154
PF03575 [Peptidase family S51]	2397	617
PF03576 [Peptidase family S58 ]	607	216
PF03577 [Peptidase family C69]	5417	1088
PF03588 [Leucyl/phenylalanyl-tRNA protein transferase]	1214	494
PF03589 [Antitermination protein]	11	95
PF03590 [Aspartate-ammonia ligase]	5454	1122
PF03591 [AzlC protein]	2456	881
PF03592 [Terminase small subunit ]	278	99
PF03594 [Benzoate membrane transport protein]	3	73
PF03595 [Voltage-dependent anion channel]	9	104
PF03597 [Cytochrome oxidase maturation protein cbb3-type]	9	4
PF03599 [CO dehydrogenase/acetyl-CoA synthase delta subunit]	13	3
PF03600 [Citrate transporter]	13320	4370
PF03601 [Conserved hypothetical protein 698]	4364	867
PF03602 [Conserved hypothetical protein 95]	6677	1026
PF03603 [DNA polymerase III psi subunit]	6	38
PF03605 [Anaerobic c4-dicarboxylate membrane transporter]	1352	915
PF03606 [C4-dicarboxylate anaerobic carrier]	2891	1446
PF03608 [PTS system enzyme II sorbitol-specific factor]	60	83
PF03609 [PTS system sorbose-specific iic component]	681	780
PF03610 [PTS system fructose IIA component]	557	529
PF03611 [PTS system sugar-specific permease component]	2381	913
PF03612 [Sorbitol phosphotransferase enzyme II N-terminus]	56	56
PF03613 [PTS system mannose/fructose/sorbose family IID component]	678	828
PF03616 [Sodium/glutamate symporter]	409	363
PF03618 [Kinase/pyrophosphorylase]	163	188
PF03621 [MbtH-like protein]	2	24
PF03626 [Prokaryotic Cytochrome C oxidase subunit IV ]	8	41
PF03629 [Carbohydrate esterase, sialic acid-specific acetylesterase]	6402	1870
PF03630 [Fumble ]	1210	227
PF03631 [Virulence factor BrkB]	6009	1074
PF03632 [Glycosyl hydrolase family 65 central catalytic domain]	194	123
PF03636 [Glycosyl hydrolase family 65, N-terminal domain ]	8	49
PF03641 [Possible lysine decarboxylase]	2291	490
PF03644 [Glycosyl hydrolase family 85 ]	1024	32
PF03646 [FlaG protein]	1779	145
PF03649 [Uncharacterised protein family (UPF0014)]	246	106
PF03652 [Holliday junction resolvase]	3361	769
PF03653 [Uncharacterised protein family (UPF0093)]	14	11
PF03658 [RnfH family Ubiquitin]	6	40
PF03663 [Glycosyl hydrolase family 76 ]	18	21
PF03668 [P-loop ATPase protein family]	5976	917
PF03672 [Uncharacterised protein family (UPF0154)]	22	14
