	SRR1927149	SRR1929485
K00001	56.6853293766706	47.523385609274
K00002	8.63928541946561	18.4350348155068
K00003	93.0207512562954	126.316043188426
K00004	6.62528939992748	15.3595058474617
K00005	18.1954598935476	65.3128580282739
K00007	0.492863615182899	12.4697019122434
K00008	78.4047003833295	114.73787278506
K00009	15.9578549987701	42.3200808510674
K00010	111.369025452835	172.288866475121
K00011	5.96533169813924	55.2022998806505
K00012	444.711945151759	419.718566408619
K00013	304.905726095872	229.227950184183
K00014	334.431276132918	239.301201763134
K00015	16.6429840714123	10.8628190419193
K00016	233.340819798461	153.874383026637
K00018	143.407826175543	175.189673571022
K00019	18.5390898492531	5.5013390789309
K00020	9.8119723390272	13.0563859200906
K00023	6.77707615165935	0
K00024	335.923458993693	224.062314349625
K00027	73.0734564165412	90.5743945062901
K00029	234.346902742868	136.788266568341
K00030	8.8107895584646	19.9950853370121
K00031	384.192114522598	309.120680243207
K00033	18.3568014628282	24.663416284912
K00034	4.5027960635793	41.7364293192492
K00036	0.77620216444503	13.15485036896
K00038	6.62588688942031	7.83436769355605
K00039	0.209762754621842	7.18254830145218
K00040	102.054035933612	201.684311241864
K00041	130.25636497383	183.333087749047
K00042	7.49152695078006	45.5058710879676
K00044	5.83859217872183	4.3133630813881
K00045	54.5942327861242	69.4693656532085
K00046	165.285403212528	168.330402297553
K00048	60.8110912313357	114.652825129547
K00052	351.102577705991	259.625588531836
K00053	429.662520085213	264.104889976123
K00057	299.753066083184	271.02081350948
K00058	381.819078391787	315.12326385937
K00059	598.09214387082	575.928871775099
K00060	37.8897186734681	64.1701023797452
K00061	0.349798923771832	8.03495189364787
K00065	8.59322209060066	56.5166717847684
K00066	0.749152695078006	0
K00067	345.724128035999	187.417996164818
K00068	34.678103098724	60.7262376619541
K00073	3.51748980098953	19.5232008886425
K00074	83.3244169514655	133.199456922973
K00075	286.821681286749	316.566891496723
K00076	25.5701729472869	29.9699768641193
K00077	263.119913648456	160.361112433165
K00078	43.1511952364932	35.6007034688882
K00086	7.5100703343216	5.38018599359714
K00087	54.7318664899026	68.0402550333558
K00088	465.380180376534	413.066722909482
K00090	0.230508521562464	10.9579903573437
K00091	61.6977255167264	62.414977401197
K00094	0.0796970952210645	3.50212904769388
K00096	57.4991333092942	61.560674837891
K00097	215.176226763207	127.707275216935
K00099	389.413505471571	338.405196947508
K00100	26.2356644237441	5.11577514348446
K00101	7.24670580859771	21.2229436467201
K00102	0.312146956282503	2.99272845893841
K00104	344.012707290526	75.2907161659015
K00106	1.59931474230136	1.68130812299911
K00108	0.134497790857811	7.79076528808024
K00111	120.167306000091	183.935196944644
K00112	29.9544205535871	42.1486359530824
K00113	35.6866298528632	58.443698128816
K00116	0.962803341287523	15.1651111627968
K00117	2.09215575424578	49.2261877358094
K00118	3.50203229034753	1.10387525124777
K00121	0.612334259067591	26.6057213719164
K00122	1.24119973149019	14.1667619358031
K00123	67.6939531584881	148.338106924293
K00124	6.13828870100043	52.9782133265831
K00125	25.6876768221044	11.8314052029748
K00127	1.37168803324142	11.2402946814588
K00128	52.6524438841512	90.6851316778153
K00130	3.72278333136923	24.0519894552719
K00132	1.2916425777207	1.54796299600263
K00133	454.604037563104	363.33444549412
K00134	522.468000174171	548.308384098706
K00135	3.08021666111368	8.26186417445552
K00137	0.28388944234535	6.93052906280474
K00138	3.00441445421909	23.4395515665106
K00140	4.04072603477614	26.4449136745404
K00145	351.278059469763	294.902325616544
K00146	0.179796646818722	7.66138485488233
K00147	324.272248705235	257.846237723833
K00150	2.29667249585958	2.03884177251279
K00153	0.554927922280005	3.95863552769631
K00154	0.736871503355416	2.45305611388394
K00156	0.308399051147035	13.1413119294723
K00157	1.54081050760725	5.30625613286952
K00158	0.483324319405165	3.37888696976917
K00161	1.22084142901601	2.21683589550993
K00163	0.908063872821826	11.7619620739809
K00164	0.807276611075438	17.0275929560289
K00169	69.1388845516831	44.792379499813
K00170	54.8306236336234	11.7758393257115
K00171	20.7909646899477	14.5101985887923
K00172	38.2050886900326	23.5226127900996
K00174	297.416798614092	341.692043060452
K00175	245.638807486985	267.255115229544
K00176	139.82713633715	198.137919332907
K00177	153.260372171625	161.575184200984
K00179	167.124759778649	134.540924792222
K00180	96.3074244128798	88.6101587302265
K00185	0.25832851554414	8.77179031068155
K00186	7.2560789608984	2.77104486938742
K00187	5.85384431502814	3.17481334177554
K00188	5.75436128103396	5.44132447079711
K00194	1.6506754298329	2.78983161426462
K00196	11.0715486794714	3.76808425822754
K00197	2.49717565026002	1.93079255415381
K00198	39.4223000999327	18.0599253715868
K00208	114.205071179011	181.282791647348
K00209	117.287822539549	25.3856357020621
K00210	59.7708959607668	66.9758742565514
