	SRR1927149	SRR1929485
COG0706	1235.11	378.77
COG0707	929.7275	289.654
COG0708	473.106	194.283
COG0709	84.436	38.588
COG0710	77.5495	61.3775
COG0711	686.702	170.55
COG0712	662.228	149.29
COG0713	166.395	60.379
COG0714	1582.025	399.517
COG0715	530.536	92.428
COG0716	1149.793	397.5235
COG0717	200.173	27.164
COG0718	497.238	126.807
COG0719	1255.867	553.418
COG0720	420.484	83.685
COG0721	146.01	64.5355
COG0722	425.958	101.544
COG0723	5.027	1.105
COG0724	274.579	6.593
COG0725	103.654	43.509
COG0726	888.881	328.0265
COG0727	93.865	31.196
COG0728	332.838	37.204
COG0729	190.932	9.219
COG0730	723.869	96.882
COG0731	302.0005	135.2145
COG0732	2757.9405	486.6555
COG0733	1904.584	553.345
COG0735	923.956	213.677
COG0736	79.328	40.771
COG0737	1276.78	511.761
COG0738	1366.529	588.394
COG0739	3044.0005	809.2455
COG0740	1465.099	319.782
COG0741	1222.8865	308.1935
COG0742	732.504	162.431
COG0743	846.943	263.741
COG0744	821.283	384.609
COG0745	4680.58633333333	1617.25733333333
COG0746	8.189	14.014
COG0747	946.288	223.699
COG0749	653.965	240.2495
COG0750	1154.236	420.676
COG0751	424.934	65.42
COG0752	390.828	38.638
COG0753	1.03	7.971
COG0754	55.728	45.698
COG0755	446.188	170.666
COG0756	1164.112	270.213
COG0757	562.404	85.048
COG0758	547.82	245.79
COG0759	523.07	71.787
COG0760	1220.628	293.75
COG0761	792.6385	234.399
COG0762	313.959	23.472
COG0763	569.408	150.355
COG0764	1353.299	190.1195
COG0765	1243.0895	506.4595
COG0766	954.059	304.989
COG0767	567.34	136.503
COG0768	2354.169	851.705000000001
COG0769	1058.53	370.35
COG0770	1134.167	420.9815
COG0771	1018.908	302.78
COG0772	2027.524	603.593
COG0773	1267.585	333.067
COG0774	597.3845	126.1865
COG0775	543.028	137.94
COG0776	1734.942	375.144
COG0777	317.9055	44.4545
COG0778	1698.908	717.769
COG0779	460.096	108.005
COG0780	413.021	93.061
COG0781	797.714	189.582
COG0782	1423.152	384.12
COG0783	2.64	11.417
COG0784	816.296833333333	238.020833333333
COG0785	45.965	4.439
COG0786	67.676	54.057
COG0787	908.4355	284.2125
COG0788	290.72	13.263
COG0789	817.2335	323.783
COG0790	917.8395	165.5465
COG0791	1108.44	586.016
COG0792	378.7965	141.5135
COG0793	2027.904	875.4255
COG0794	425.955	86.7875
COG0795	1021.49	263.128
COG0796	716.34	215.32
COG0797	346.242	94.88
COG0799	775.405	180.755
COG0800	360.454	156.087
COG0801	836.16	132.9955
COG0802	778.126	163.8785
COG0803	645.879	182.5265
COG0804	218.979	5.181
COG0805	254.089	119.503
COG0806	557.316	99.678
COG0807	466.098	138.6965
COG0809	1117.706	374.365
COG0810	70.379	30.001
COG0811	1209.164	394.577
COG0812	690.28	255.352
COG0813	224.557	70.383
COG0814	26.046	103.622
COG0815	359.234	82.03
COG0816	662.345	175.746
COG0817	592.648	159.518
COG0818	270.01	33.0075
COG0819	19.358	23.478
COG0820	897.222	252.696
COG0821	892.895	287.009
COG0822	1277.1305	394.633
COG0823	333.5925	32.5136666666667
COG0824	685.208	140.733
COG0825	338.8455	37.4505
COG0826	1634.58	564.254
COG0827	2087.78383333333	742.471333333334
COG0828	518.943	123.724
COG0829	174.616	7.887
COG0830	190.423	4.234
COG0831	197.64	4.28
COG0832	235.131	5.992
COG0833	31.001	25.221
COG0834	1456.24316666667	485.165166666667
COG0835	662.2555	63.8475
COG0836	876.5835	269.912333333333
COG0837	223.955	13.092
COG0838	176.217	62.174
COG0839	16.468	16.915
COG0840	2266.308	579.7875
COG0841	2714.784	967.43
COG0842	1633.3935	481.8515
COG0843	1.679	8.68
COG0845	2579.952	996.654
COG0846	1114.046	387.175
COG0847	1451.068	258.529
COG0848	413.3	76.849
COG0849	572.931	231.177
COG0850	170.918	42.742
COG0851	32.648	51.372
COG0852	200.2005	88.7295
COG0853	429.083	99.506
COG0854	356.598	60.814
COG0855	735.564	259.139
COG0857	108.13	7.0405
COG0858	735.727	204.52
COG0859	976.363	253.441
COG0860	1128.05583333333	398.483166666667
COG0861	484.623	142.246
COG0863	1126.093	501.352
COG0864	6.071	11.895
COG1001	221.289	88.453
COG1002	1351.9425	232.3445
COG1003	197.0835	54.5425
COG1004	1083.878	348.709
COG1005	313.85	126.715
COG1006	38.059	11.401
COG1007	344.431	138.011
COG1008	462.799	205.907
COG1009	551.266	285.286
COG1010	93.835	35.151
COG1011	1577.5885	524.2025
COG1012	392.2635	245.7145
COG1013	1349.07983333333	495.466833333334
COG1014	1515.69933333333	521.012833333334
COG1015	208.863	115.84
COG1017	0.525	3.337
COG1018	9.962	42.763
COG1020	202.809666666667	102.413
COG1021	12.083	15.552
COG1022	1606.1425	765.044
COG1024	214.2745	118.4855
COG1025	0.986	15.975
COG1026	255.652	91.52
COG1027	364.031	181.924
COG1028	1094.1365	326.126
COG1030	69.79	25.792
COG1032	1549.6405	544.44
COG1033	510.012	184.142
COG1034	144.780666666667	65.1328333333333
COG1035	15.12	2.0415
COG1036	6.161	0.828
COG1038	132.789	61.134
COG1039	52.399	17.351
COG1040	465.289	213.808
COG1041	3.836	0.128
COG1042	57.5985	11.186
COG1043	933.036	227.349
COG1044	637.649	148.348
COG1045	884.128	316.591
COG1047	586.063	136.0825
COG1048	604.048	272.77
COG1049	312.219	34.702
COG1051	442.0945	112.8465
COG1052	585.457	218.477
COG1053	1044.074	398.074
COG1054	1.671	8.085
COG1055	714.289	335.542
COG1056	0.436333333333333	3.14666666666667
COG1057	614.3945	145.101
COG1058	339.308	59.488
COG1059	2.408	3.35
COG1060	708.105	274.59
COG1061	1758.8905	519.7255
COG1062	0.795	12.545
COG1063	855.9505	378.9155
COG1064	5.336	34.254
COG1066	812.029	261.728
COG1067	310.437	86.075
COG1069	70.482	41.373
COG1070	1480.373	606.183
COG1071	65.4625	13.2925
COG1072	250.003	25.694
COG1073	1863.394	508.829
COG1074	989.438	450.665
COG1075	97.106	39.057
COG1076	533.101	105.313
COG1077	1054.965	343.993
COG1078	124.305	13.28
COG1079	459.207	112.26
COG1080	723.959	155.517166666667
COG1082	644.778	252.247
COG1083	112.329	12.5745
COG1085	70.12	29.79
COG1086	795.441	221.584
COG1087	857.113	257.775
COG1088	1010.111	278.684
COG1089	399.072	141.264
COG1090	236.389	8.471
COG1091	894.026	154.743
COG1092	1108.139	272.3115
COG1093	3.016	0.766
COG1097	0	2.646
COG1098	88.102	49.773
COG1101	311.603	123.61
COG1102	43.047	12.729
COG1104	1196.358	283.614
COG1105	203.111	131.186
COG1106	1029.509	228.046
COG1108	569.227	166.851
COG1109	2248.7205	855.671
COG1111	2.532	0
COG1112	1130.5965	581.9365
COG1113	30.627	112.935
COG1114	91.694	82.027
COG1115	1629.662	560.621
COG1116	348.098	66.857
COG1117	539.756	148.126
COG1118	40.17	39.78
COG1119	423.896	80.965
COG1120	861.4775	230.004
COG1121	607.287	140.849
COG1122	1133.314	322.995
COG1123	122.982	35.709
COG1124	24.022	29.6
COG1125	23.643	13.206
COG1126	1146.677	457.588
COG1127	567.167	143.103
COG1129	738.770999999999	310.198
COG1131	2614.0275	919.171500000001
COG1132	5342.48999999999	1492.628
COG1133	3.011	9.666
COG1134	242.894	88.043
COG1135	716.904	119.083
COG1136	3846.2975	1329.665
COG1137	789.504	205.939
COG1138	3.379	26.561
COG1139	281.6735	151.6175
COG1140	2.749	20.973
COG1142	57.46	59.276
COG1143	250.635	102.802
COG1144	57.952	13.441
COG1145	942.1955	292.2055
COG1146	372.5675	139.418
COG1148	163.122	38.556
COG1149	22.248	0.441
COG1150	69.634	20.906
COG1151	470.077	181.448
COG1152	16.118	5.998
COG1154	1346.5125	465.785
COG1155	341.943	109.106
COG1156	380.605	110.8755
COG1157	346.105	64.445
COG1158	850.228	231.109
COG1159	921.486	234.022
COG1160	1275.8875	394.796
COG1161	197.918	118.541
COG1162	714.696	177.326
COG1164	520.579	124.109
COG1165	510.079	175.518
COG1166	587.719	259.039
COG1167	704.489	208.068
COG1168	991.134	320.512
COG1169	431.114	117.609
COG1171	689.637	224.653
COG1172	172.889	119.772
COG1173	914.4715	254.5095
COG1174	27.189	25.7045
COG1175	1690.467	444.034
COG1176	813.803	180.2
COG1177	665.0365	180.362
COG1178	476.935	160.904
COG1179	754.491	175.786
COG1180	862.687	225.239
COG1181	980.372000000001	297.148
COG1182	61.952	27.784
COG1183	368.135	161.917
COG1185	1668.943	681.891
COG1186	1072.435	452.016
COG1187	881.8785	360.496
COG1188	575.217	125.394
COG1189	265.657	96.315
COG1190	1344.794	479.334
